adress,info,price,district,date,street,dom,clean,rooms,m2,floor,max_floors,rubm2
" Менжинского, 25","
 2-к квартира, 50.5 м², 7/9 эт.
 ",2250000,р-н Тракторозаводский,2 июля 10:40,Менжинского,25,Менжинского 25,"
 2",50.5,7,9,44554.455445544554
" Ангарский, Тургенева, 16","
 2-к квартира, 45.2 м², 5/5 эт.
 ",1970000,р-н Дзержинский,,Тургенева,16,Тургенева 16,"
 2",45.2,5,5,43584.070796460175
"Алексеевская, 21","
 2-к квартира, 47 м², 9/9 эт.
 ",2400000,р-н Советский,10 июля 16:35,Алексеевская,21,Алексеевская 21,"
 2",47.0,9,9,51063.82978723404
" Пархоменко, 19","
 2-к квартира, 55.1 м², 2/5 эт.
 ",2650000,р-н Центральный,3 июля 15:24,Пархоменко,19,Пархоменко 19,"
 2",55.1,2,5,48094.373865698726
"Козловская, 26","
 2-к квартира, 49 м², 2/3 эт.
 ",1999000,р-н Ворошиловский,24 июня 22:24,Козловская,26,Козловская 26,"
 2",49.0,2,3,40795.91836734694
" Покрышкина, 14","
 2-к квартира, 76.8 м², 4/5 эт.
 ",7500000,р-н Дзержинский,29 июня 14:24,Покрышкина,14,Покрышкина 14,"
 2",76.8,4,5,97656.25
"Ангарская, 116","
 2-к квартира, 47 м², 8/9 эт.
 ",1800000,р-н Дзержинский,6 июля 18:09,Ангарская,116,Ангарская 116,"
 2",47.0,8,9,38297.87234042553
"Рионская, 11","
 2-к квартира, 51.7 м², 1/9 эт.
 ",1999999,р-н Дзержинский,28 июня 16:00,Рионская,11,Рионская 11,"
 2",51.7,1,9,38684.700193423596
" 64 Армии, 65","
 2-к квартира, 43.2 м², 2/9 эт.
 ",1860000,р-н Кировский,7 июля 18:02,64 Армии,65,64 Армии 65,"
 2",43.2,2,9,43055.555555555555
" Качинцев, 71","
 2-к квартира, 80.9 м², 3/3 эт.
 ",3300000,р-н Дзержинский,29 июня 10:22,Качинцев,71,Качинцев 71,"
 2",80.9,3,3,40791.100123609394
"Ополченская, 44А","
 2-к квартира, 63 м², 4/9 эт.
 ",2999000,р-н Тракторозаводский,,Ополченская,44,Ополченская 44,"
 2",63.0,4,9,47603.1746031746
" 51 Гвардейской дивизии, 3","
 2-к квартира, 44.9 м², 2/5 эт.
 ",2070000,р-н Дзержинский,,51 Гвардейской дивизии,3,51 Гвардейской дивизии 3,"
 2",44.9,2,5,46102.44988864143
"микрорайон Жилгородок, Республиканская, 24","
 2-к квартира, 43.6 м², 1/5 эт.
 ",1690000,р-н Дзержинский,,Республиканская,24,Республиканская 24,"
 2",43.6,1,5,38761.46788990826
" Аллея Героев, 1","
 2-к квартира, 57.1 м², 5/8 эт.
 ",5800000,р-н Центральный,1 июля 13:55,Аллея Героев,1,Аллея Героев 1,"
 2",57.1,5,8,101576.18213660245
"микрорайон Жилгородок, Танкистов, 5А","
 2-к квартира, 58 м², 6/6 эт.
 ",2400000,р-н Дзержинский,6 июля 18:09,Танкистов,5,Танкистов 5,"
 2",58.0,6,6,41379.31034482759
"Алексеевская, 11","
 2-к квартира, 44.8 м², 3/5 эт.
 ",2250000,р-н Советский,7 июля 11:08,Алексеевская,11,Алексеевская 11,"
 2",44.8,3,5,50223.21428571429
" Сакко и Ванцетти, Минская, 218","
 2-к квартира, 45.3 м², 1/4 эт.
 ",777446,р-н Красноармейский,,Минская,218,Минская 218,"
 2",45.3,1,4,17162.16335540839
"Зерноградская, 12","
 2-к квартира, 42 м², 3/4 эт.
 ",1550000,р-н Красноармейский,,Зерноградская,12,Зерноградская 12,"
 2",42.0,3,4,36904.76190476191
" Качинцев, 108","
 2-к квартира, 50.8 м², 5/10 эт.
 ",2700000,р-н Дзержинский,,Качинцев,108,Качинцев 108,"
 2",50.8,5,10,53149.6062992126
" Милиционера Буханцева, 70","
 2-к квартира, 43.5 м², 4/5 эт.
 ",1900000,р-н Ворошиловский,11 июля 13:48,Милиционера Буханцева,70,Милиционера Буханцева 70,"
 2",43.5,4,5,43678.16091954023
" академика Королева, 1","
 2-к квартира, 48.7 м², 3/5 эт.
 ",1650000,р-н Советский,24 июня 11:13,академика Королева,1,академика Королева 1,"
 2",48.7,3,5,33880.90349075975
"Новоремесленная, 5","
 2-к квартира, 66 м², 8/10 эт.
 ",3150000,р-н Краснооктябрьский,5 июля 11:18,Новоремесленная,5,Новоремесленная 5,"
 2",66.0,8,10,47727.27272727273
" Одоевского, 66","
 2-к квартира, 45.8 м², 4/5 эт.
 ",1700000,р-н Кировский,2 июля 18:46,Одоевского,66,Одоевского 66,"
 2",45.8,4,5,37117.903930131004
"Брестская, 19","
 2-к квартира, 44 м², 4/5 эт.
 ",1490000,р-н Красноармейский,25 июня 11:18,Брестская,19,Брестская 19,"
 2",44.0,4,5,33863.63636363636
"Пролетарская, 17","
 2-к квартира, 54 м², 1/9 эт.
 ",1850000,р-н Красноармейский,3 июля 22:53,Пролетарская,17,Пролетарская 17,"
 2",54.0,1,9,34259.25925925926
"б-р Энгельса, 16","
 2-к квартира, 51.5 м², 5/9 эт.
 ",2450000,р-н Красноармейский,,б-р Энгельса,16,б-р Энгельса 16,"
 2",51.5,5,9,47572.81553398058
" ГЭС, Колумба, 5","
 2-к квартира, 54 м², 2/9 эт.
 ",2398000,р-н Тракторозаводский,8 июля 17:02,Колумба,5,Колумба 5,"
 2",54.0,2,9,44407.40740740741
" Дегтярева, 23","
 2-к квартира, 51 м², 2/5 эт.
 ",1800000,р-н Тракторозаводский,24 июня 14:17,Дегтярева,23,Дегтярева 23,"
 2",51.0,2,5,35294.117647058825
"микрорайон Гумрак, Первомайская, 3А","
 2-к квартира, 45 м², 2/2 эт.
 ",1350000,р-н Дзержинский,11 июля 08:57,Первомайская,3,Первомайская 3,"
 2",45.0,2,2,30000.0
"микрорайон Керамический, 2я Штурманская, 11","
 2-к квартира, 51.1 м², 4/5 эт.
 ",1750000,р-н Красноармейский,27 июня 20:34,2я Штурманская,11,2я Штурманская 11,"
 2",51.1,4,5,34246.57534246575
" генерала Шумилова, 75","
 2-к квартира, 44.3 м², 5/5 эт.
 ",1790000,р-н Кировский,27 июня 11:56,генерала Шумилова,75,генерала Шумилова 75,"
 2",44.3,5,5,40406.320541760724
"пр-кт В.И. Ленина, 64/1","
 2-к квартира, 46 м², 4/5 эт.
 ",2290000,р-н Центральный,12 июля 17:05,пр-кт В.И. Ленина,64,пр-кт В.И. Ленина 64,"
 2",46.0,4,5,49782.608695652176
" Дымченко, 14","
 2-к квартира, 45.8 м², 1/5 эт.
 ",2370000,р-н Центральный,11 июля 11:24,Дымченко,14,Дымченко 14,"
 2",45.8,1,5,51746.7248908297
" 51 Гвардейской дивизии, 46","
 2-к квартира, 45 м², 8/9 эт.
 ",2150000,р-н Дзержинский,5 июля 08:55,51 Гвардейской дивизии,46,51 Гвардейской дивизии 46,"
 2",45.0,8,9,47777.77777777778
" Елисеева, 17","
 2-к квартира, 56.5 м², 7/9 эт.
 ",2800000,р-н Ворошиловский,8 июля 23:12,Елисеева,17,Елисеева 17,"
 2",56.5,7,9,49557.5221238938
"район Семь Ветров,б-р 30летия Победы, 19","
 2-к квартира, 94 м², 11/13 эт.
 ",4500000,р-н Дзержинский,3 июля 18:25,б-р 30летия Победы,19,б-р 30летия Победы 19,"
 2",94.0,11,13,47872.34042553192
"Университетскийпр-кт, 50","
 2-к квартира, 43.8 м², 3/5 эт.
 ",1950000,р-н Советский,2 июля 12:14,Университетскийпр-кт,50,Университетскийпр-кт 50,"
 2",43.8,3,5,44520.54794520548
"б-р Энгельса, 4","
 2-к квартира, 52.6 м², 3/9 эт.
 ",2350000,р-н Красноармейский,24 июня 14:53,б-р Энгельса,4,б-р Энгельса 4,"
 2",52.6,3,9,44676.80608365019
" маршала Еременко, 136","
 2-к квартира, 42.7 м², 4/5 эт.
 ",1660000,р-н Краснооктябрьский,26 июня 11:55,маршала Еременко,136,маршала Еременко 136,"
 2",42.7,4,5,38875.87822014051
"Казахская, 8А","
 2-к квартира, 51.7 м², 1/9 эт.
 ",2300000,р-н Советский,,Казахская,8,Казахская 8,"
 2",51.7,1,9,44487.42746615087
"Ополченская, 53","
 2-к квартира, 44 м², 4/5 эт.
 ",1550000,р-н Тракторозаводский,25 июня 12:18,Ополченская,53,Ополченская 53,"
 2",44.0,4,5,35227.27272727273
"Новоузенская, 6Б","
 2-к квартира, 48 м², 18/18 эт.
 ",3200000,р-н Ворошиловский,23 июня 21:18,Новоузенская,6,Новоузенская 6,"
 2",48.0,18,18,66666.66666666667
"Даугавская, 20","
 2-к квартира, 78 м², 8/9 эт.
 ",4100000,р-н Советский,23 июня 14:43,Даугавская,20,Даугавская 20,"
 2",78.0,8,9,52564.10256410256
"Песчанокопская, 13","
 2-к квартира, 48.1 м², 9/9 эт.
 ",2700000,р-н Советский,29 июня 14:32,Песчанокопская,13,Песчанокопская 13,"
 2",48.1,9,9,56133.05613305613
" Землячки, 34","
 2-к квартира, 40 м², 5/5 эт.
 ",2150000,р-н Дзержинский,5 июля 16:49,Землячки,34,Землячки 34,"
 2",40.0,5,5,53750.0
" Аэропорт, 17","
 2-к квартира, 44.3 м², 5/5 эт.
 ",1870000,р-н Дзержинский,11 июля 11:25,Аэропорт,17,Аэропорт 17,"
 2",44.3,5,5,42212.18961625282
"Пролетарская, 11","
 2-к квартира, 46 м², 3/5 эт.
 ",1750000,р-н Красноармейский,2 июля 13:41,Пролетарская,11,Пролетарская 11,"
 2",46.0,3,5,38043.47826086957
"Удмуртская, 93","
 2-к квартира, 43.5 м², 1/5 эт.
 ",1470000,р-н Красноармейский,7 июля 16:47,Удмуртская,93,Удмуртская 93,"
 2",43.5,1,5,33793.10344827586
"микрорайон Жилгородок, ВосточноКазахстанская, 18","
 2-к квартира, 44.3 м², 1/5 эт.
 ",1860000,р-н Дзержинский,6 июля 22:44,ВосточноКазахстанская,18,ВосточноКазахстанская 18,"
 2",44.3,1,5,41986.45598194131
" Солнечникова, 11","
 2-к квартира, 59 м², 2/4 эт.
 ",3300000,р-н Советский,23 июня 13:18,Солнечникова,11,Солнечникова 11,"
 2",59.0,2,4,55932.20338983051
"пр-кт Канатчиков, 5","
 2-к квартира, 57 м², 3/5 эт.
 ",1590000,р-н Красноармейский,29 июня 11:49,пр-кт Канатчиков,5,пр-кт Канатчиков 5,"
 2",57.0,3,5,27894.736842105263
" Милиционера Буханцева, 48","
 2-к квартира, 50 м², 4/9 эт.
 ",2295000,р-н Ворошиловский,2 июля 10:17,Милиционера Буханцева,48,Милиционера Буханцева 48,"
 2",50.0,4,9,45900.0
" Тельмана, 19","
 2-к квартира, 72 м², 6/10 эт.
 ",5550000,р-н Красноармейский,7 июля 16:47,Тельмана,19,Тельмана 19,"
 2",72.0,6,10,77083.33333333333
"Волгоград, микрорайон Керамический, Композитора Танеева, 8","
 2-к квартира, 45 м², 4/5 эт.
 ",1200000,р-н Красноармейский,29 июня 13:37,Композитора Танеева,8,Композитора Танеева 8,"
 2",45.0,4,5,26666.666666666668
" Зины Маресевой, 3","
 2-к квартира, 44.3 м², 7/9 эт.
 ",1820000,р-н Кировский,27 июня 11:56,Зины Маресевой,3,Зины Маресевой 3,"
 2",44.3,7,9,41083.52144469526
" Гороховцев, 2","
 2-к квартира, 45.3 м², 8/9 эт.
 ",1880000,р-н Тракторозаводский,24 июня 11:53,Гороховцев,2,Гороховцев 2,"
 2",45.3,8,9,41501.10375275939
" Быстрова, 72","
 2-к квартира, 42.7 м², 1/2 эт.
 ",1170000,р-н Кировский,8 июля 16:32,Быстрова,72,Быстрова 72,"
 2",42.7,1,2,27400.46838407494
" Мира, 10","
 2-к квартира, 59 м², 3/5 эт.
 ",4500000,р-н Центральный,27 июня 11:15,Мира,10,Мира 10,"
 2",59.0,3,5,76271.18644067796
" 51 Гвардейской дивизии, 30А","
 2-к квартира, 40 м², 6/9 эт.
 ",2000000,р-н Дзержинский,8 июля 16:55,51 Гвардейской дивизии,30,51 Гвардейской дивизии 30,"
 2",40.0,6,9,50000.0
" Грамши, 45","
 2-к квартира, 43.7 м², 1/9 эт.
 ",1960000,р-н Тракторозаводский,7 июля 11:08,Грамши,45,Грамши 45,"
 2",43.7,1,9,44851.25858123569
" Тельмана, 19","
 2-к квартира, 72 м², 5/10 эт.
 ",4600000,р-н Красноармейский,29 июня 21:46,Тельмана,19,Тельмана 19,"
 2",72.0,5,10,63888.88888888889
"Волгоград, микрорайон Жилгородок, Гнесиных, 60","
 2-к квартира, 45.2 м², 3/5 эт.
 ",1900000,р-н Дзержинский,9 июля 09:21,Гнесиных,60,Гнесиных 60,"
 2",45.2,3,5,42035.398230088496
"Бакинская, 13","
 2-к квартира, 48 м², 2/9 эт.
 ",3600000,р-н Центральный,27 июня 18:10,Бакинская,13,Бакинская 13,"
 2",48.0,2,9,75000.0
"Гражданская, 28","
 2-к квартира, 52 м², 8/9 эт.
 ",2150000,р-н Красноармейский,6 июля 13:10,Гражданская,28,Гражданская 28,"
 2",52.0,8,9,41346.153846153844
"Удмуртская, 97","
 2-к квартира, 44 м², 1/9 эт.
 ",1350000,р-н Красноармейский,,Удмуртская,97,Удмуртская 97,"
 2",44.0,1,9,30681.81818181818
"Кузнецкая, 32","
 2-к квартира, 53.1 м², 7/9 эт.
 ",2990000,р-н Ворошиловский,,Кузнецкая,32,Кузнецкая 32,"
 2",53.1,7,9,56308.85122410546
"Ополченская, 44А","
 2-к квартира, 63 м², 4/9 эт.
 ",2999000,р-н Тракторозаводский,,Ополченская,44,Ополченская 44,"
 2",63.0,4,9,47603.1746031746
"Караванная, 43","
 2-к квартира, 51.1 м², 8/9 эт.
 ",2210000,р-н Красноармейский,,Караванная,43,Караванная 43,"
 2",51.1,8,9,43248.53228962818
"Череповецкая, 11/3","
 2-к квартира, 48.2 м², 2/9 эт.
 ",3450000,р-н Ворошиловский,7 июля 18:02,Череповецкая,11,Череповецкая 11,"
 2",48.2,2,9,71576.76348547717
"Новороссийская, 8","
 2-к квартира, 69 м², 15/18 эт.
 ",5100000,р-н Центральный,7 июля 23:49,Новороссийская,8,Новороссийская 8,"
 2",69.0,15,18,73913.04347826086
" Качинцев, 108","
 2-к квартира, 50.8 м², 5/10 эт.
 ",2700000,р-н Дзержинский,,Качинцев,108,Качинцев 108,"
 2",50.8,5,10,53149.6062992126
"Зерноградская, 12","
 2-к квартира, 42 м², 3/4 эт.
 ",1550000,р-н Красноармейский,,Зерноградская,12,Зерноградская 12,"
 2",42.0,3,4,36904.76190476191
" 51 Гвардейской дивизии, 3","
 2-к квартира, 44.9 м², 2/5 эт.
 ",2070000,р-н Дзержинский,,51 Гвардейской дивизии,3,51 Гвардейской дивизии 3,"
 2",44.9,2,5,46102.44988864143
" Ткачева, 15","
 2-к квартира, 46.1 м², 8/9 эт.
 ",2370000,р-н Центральный,6 июля 15:09,Ткачева,15,Ткачева 15,"
 2",46.1,8,9,51409.97830802603
"Саушинская, 1","
 2-к квартира, 46 м², 4/5 эт.
 ",1280000,р-н Красноармейский,,Саушинская,1,Саушинская 1,"
 2",46.0,4,5,27826.08695652174
"микрорайон Жилгородок, Танкистов, 5А","
 2-к квартира, 56.5 м², 6/6 эт.
 ",2400000,р-н Дзержинский,25 июня 18:08,Танкистов,5,Танкистов 5,"
 2",56.5,6,6,42477.87610619469
" Канунникова, 9","
 2-к квартира, 109.4 м², 3/10 эт.
 ",7200000,р-н Ворошиловский,2 июля 17:38,Канунникова,9,Канунникова 9,"
 2",109.4,3,10,65813.52833638026
"Советская, 20","
 2-к квартира, 58.8 м², 2/5 эт.
 ",4700000,р-н Центральный,7 июля 15:53,Советская,20,Советская 20,"
 2",58.8,2,5,79931.97278911565
"Краснополянская, 32","
 2-к квартира, 40.8 м², 2/5 эт.
 ",1780000,р-н Дзержинский,24 июня 11:13,Краснополянская,32,Краснополянская 32,"
 2",40.8,2,5,43627.45098039216
"пр-кт Героев Сталинграда, 44","
 2-к квартира, 53 м², 5/9 эт.
 ",2590000,р-н Красноармейский,10 июля 13:04,пр-кт Героев Сталинграда,44,пр-кт Героев Сталинграда 44,"
 2",53.0,5,9,48867.92452830189
"пр-кт маршала Жукова, 163","
 2-к квартира, 42 м², 2/5 эт.
 ",1820000,р-н Дзержинский,9 июля 21:50,пр-кт маршала Жукова,163,пр-кт маршала Жукова 163,"
 2",42.0,2,5,43333.333333333336
" Дзержинского, 7","
 2-к квартира, 62.7 м², 1/4 эт.
 ",2070000,р-н Тракторозаводский,10 июля 12:55,Дзержинского,7,Дзержинского 7,"
 2",62.7,1,4,33014.354066985645
"Саушинская, 12","
 2-к квартира, 48.6 м², 1/2 эт.
 ",870000,р-н Красноармейский,29 июня 10:40,Саушинская,12,Саушинская 12,"
 2",48.6,1,2,17901.234567901232
" 51 Гвардейской дивизии, 57","
 2-к квартира, 44.9 м², 5/5 эт.
 ",1785000,р-н Дзержинский,2 июля 17:41,51 Гвардейской дивизии,57,51 Гвардейской дивизии 57,"
 2",44.9,5,5,39755.011135857465
" Калинина, 19","
 2-к квартира, 53.6 м², 11/12 эт.
 ",4180000,р-н Ворошиловский,8 июля 11:07,Калинина,19,Калинина 19,"
 2",53.6,11,12,77985.07462686567
"Колосовая, 12","
 2-к квартира, 72.2 м², 8/10 эт.
 ",3800000,р-н Кировский,23 июня 11:18,Колосовая,12,Колосовая 12,"
 2",72.2,8,10,52631.57894736842
"Депутатская, 17","
 2-к квартира, 45 м², 4/5 эт.
 ",1710000,р-н Краснооктябрьский,9 июля 00:11,Депутатская,17,Депутатская 17,"
 2",45.0,4,5,38000.0
" Таращанцев, 4","
 2-к квартира, 44.2 м², 3/3 эт.
 ",1800000,р-н Краснооктябрьский,14 июля 17:28,Таращанцев,4,Таращанцев 4,"
 2",44.2,3,3,40723.98190045248
" Лавочкина, 10А","
 2-к квартира, 64 м², 9/17 эт.
 ",4400000,р-н Ворошиловский,25 июня 13:29,Лавочкина,10,Лавочкина 10,"
 2",64.0,9,17,68750.0
"район Семь Ветров,б-р 30летия Победы, 19","
 2-к квартира, 94 м², 11/13 эт.
 ",4500000,р-н Дзержинский,28 июня 12:09,б-р 30летия Победы,19,б-р 30летия Победы 19,"
 2",94.0,11,13,47872.34042553192
" Клименко, 5","
 2-к квартира, 42 м², 5/5 эт.
 ",1560000,р-н Тракторозаводский,23 июня 00:13,Клименко,5,Клименко 5,"
 2",42.0,5,5,37142.857142857145
" Менжинского, 27","
 2-к квартира, 52 м², 3/9 эт.
 ",2360000,р-н Тракторозаводский,29 июня 13:23,Менжинского,27,Менжинского 27,"
 2",52.0,3,9,45384.61538461538
" академика Богомольца, 19","
 2-к квартира, 43.8 м², 2/9 эт.
 ",2060000,р-н Тракторозаводский,2 июля 23:08,академика Богомольца,19,академика Богомольца 19,"
 2",43.8,2,9,47031.963470319635
" Капитана Тряскина, 48","
 2-к квартира, 55 м², 2/2 эт.
 ",1050000,р-н Краснооктябрьский,6 июля 14:28,Капитана Тряскина,48,Капитана Тряскина 48,"
 2",55.0,2,2,19090.909090909092
"пр-кт В.И. Ленина, 135","
 2-к квартира, 51.7 м², 3/4 эт.
 ",1860000,р-н Краснооктябрьский,8 июля 16:32,пр-кт В.И. Ленина,135,пр-кт В.И. Ленина 135,"
 2",51.7,3,4,35976.78916827853
"Шекснинская, 38","
 2-к квартира, 54 м², 3/9 эт.
 ",2850000,р-н Дзержинский,23 июня 15:56,Шекснинская,38,Шекснинская 38,"
 2",54.0,3,9,52777.77777777778
"Депутатская, 15","
 2-к квартира, 44.1 м², 4/5 эт.
 ",1880000,р-н Краснооктябрьский,7 июля 16:22,Депутатская,15,Депутатская 15,"
 2",44.1,4,5,42630.38548752834
"РабочеКрестьянская, 51","
 2-к квартира, 41.6 м², 1/5 эт.
 ",2000000,р-н Ворошиловский,7 июля 15:18,РабочеКрестьянская,51,РабочеКрестьянская 51,"
 2",41.6,1,5,48076.92307692308
" Саши Филиппова, 98","
 2-к квартира, 45.2 м², 2/2 эт.
 ",2100000,р-н Ворошиловский,10 июля 19:29,Саши Филиппова,98,Саши Филиппова 98,"
 2",45.2,2,2,46460.17699115044
"Ангарская, 71","
 2-к квартира, 91 м², 6/11 эт.
 ",5300000,р-н Дзержинский,3 июля 18:14,Ангарская,71,Ангарская 71,"
 2",91.0,6,11,58241.758241758245
" Доценко, 41","
 2-к квартира, 41 м², 1/5 эт.
 ",1650000,р-н Красноармейский,6 июля 11:41,Доценко,41,Доценко 41,"
 2",41.0,1,5,40243.90243902439
" 51 Гвардейской дивизии, 30","
 2-к квартира, 41 м², 2/9 эт.
 ",2400000,р-н Дзержинский,,51 Гвардейской дивизии,30,51 Гвардейской дивизии 30,"
 2",41.0,2,9,58536.58536585366
"пр-кт Героев Сталинграда, 35","
 2-к квартира, 46.7 м², 7/9 эт.
 ",1950000,р-н Красноармейский,26 июня 11:52,пр-кт Героев Сталинграда,35,пр-кт Героев Сталинграда 35,"
 2",46.7,7,9,41755.88865096359
" Быстрова, 100","
 2-к квартира, 48 м², 7/10 эт.
 ",2200000,р-н Кировский,8 июля 15:59,Быстрова,100,Быстрова 100,"
 2",48.0,7,10,45833.333333333336
" Фадеева, 23","
 2-к квартира, 43 м², 2/5 эт.
 ",1800000,р-н Красноармейский,26 июня 19:41,Фадеева,23,Фадеева 23,"
 2",43.0,2,5,41860.46511627907
"Советский район, Горьковский, Голубятникова, 3А","
 2-к квартира, 43 м², 4/4 эт.
 ",1179000,р-н Советский,11 июля 18:14,Голубятникова,3,Голубятникова 3,"
 2",43.0,4,4,27418.60465116279
"Гагринская, 7А","
 2-к квартира, 53.4 м², 9/9 эт.
 ",2160000,р-н Красноармейский,6 июля 11:58,Гагринская,7,Гагринская 7,"
 2",53.4,9,9,40449.43820224719
"пр-кт Героев Сталинграда, 39","
 2-к квартира, 47.3 м², 2/9 эт.
 ",1880000,р-н Красноармейский,23 июня 12:10,пр-кт Героев Сталинграда,39,пр-кт Героев Сталинграда 39,"
 2",47.3,2,9,39746.30021141649
"Родниковая, 45","
 2-к квартира, 62.7 м², 2/3 эт.
 ",2920000,р-н Советский,26 июня 18:47,Родниковая,45,Родниковая 45,"
 2",62.7,2,3,46570.972886762356
" Ломакина, 5","
 2-к квартира, 45 м², 1/4 эт.
 ",1350000,р-н Красноармейский,10 июля 10:27,Ломакина,5,Ломакина 5,"
 2",45.0,1,4,30000.0
" Рокоссовского, 40Б","
 2-к квартира, 49.8 м², 8/16 эт.
 ",3050000,р-н Центральный,28 июня 00:12,Рокоссовского,40,Рокоссовского 40,"
 2",49.8,8,16,61244.97991967872
"Красноармейский район, Остравская, 6","
 2-к квартира, 44 м², 3/5 эт.
 ",2500000,р-н Красноармейский,9 июля 09:31,Остравская,6,Остравская 6,"
 2",44.0,3,5,56818.181818181816
" Балакирева, 2","
 2-к квартира, 58 м², 7/10 эт.
 ",3050000,р-н Советский,27 июня 09:36,Балакирева,2,Балакирева 2,"
 2",58.0,7,10,52586.206896551725
"Краснознаменская, 25","
 2-к квартира, 80 м², 10/10 эт.
 ",4999000,р-н Центральный,7 июля 14:12,Краснознаменская,25,Краснознаменская 25,"
 2",80.0,10,10,62487.5
" Космонавтов, 27","
 2-к квартира, 51 м², 1/9 эт.
 ",2880000,р-н Дзержинский,1 июля 12:13,Космонавтов,27,Космонавтов 27,"
 2",51.0,1,9,56470.58823529412
"Краснополянская, 26","
 2-к квартира, 53 м², 9/12 эт.
 ",2630000,р-н Дзержинский,2 июля 08:39,Краснополянская,26,Краснополянская 26,"
 2",53.0,9,12,49622.64150943396
" Быкова, 12","
 2-к квартира, 45 м², 5/5 эт.
 ",1400000,р-н Тракторозаводский,27 июня 20:24,Быкова,12,Быкова 12,"
 2",45.0,5,5,31111.11111111111
" Германа Титова, 17","
 2-к квартира, 42.5 м², 5/5 эт.
 ",1750000,р-н Краснооктябрьский,15 июля 10:53,Германа Титова,17,Германа Титова 17,"
 2",42.5,5,5,41176.470588235294
"Удмуртский, 105","
 2-к квартира, 79.5 м², 5/5 эт.
 ",3650000,р-н Советский,3 июля 17:27,Удмуртский,105,Удмуртский 105,"
 2",79.5,5,5,45911.94968553459
" Землячки, 62","
 2-к квартира, 52 м², 2/9 эт.
 ",3450000,р-н Дзержинский,29 июня 17:31,Землячки,62,Землячки 62,"
 2",52.0,2,9,66346.15384615384
"микрорайон Жилгородок, Республиканская, 24","
 2-к квартира, 43.6 м², 1/5 эт.
 ",1690000,р-н Дзержинский,,Республиканская,24,Республиканская 24,"
 2",43.6,1,5,38761.46788990826
"Кузнецкая, 32","
 2-к квартира, 53.1 м², 7/9 эт.
 ",2990000,р-н Ворошиловский,,Кузнецкая,32,Кузнецкая 32,"
 2",53.1,7,9,56308.85122410546
"Зерноградская, 12","
 2-к квартира, 42 м², 3/4 эт.
 ",1550000,р-н Красноармейский,,Зерноградская,12,Зерноградская 12,"
 2",42.0,3,4,36904.76190476191
"РабочеКрестьянская, 3","
 2-к квартира, 44.7 м², 2/5 эт.
 ",2420000,р-н Ворошиловский,8 июля 20:12,РабочеКрестьянская,3,РабочеКрестьянская 3,"
 2",44.7,2,5,54138.70246085011
"Кузнецкая, 34","
 2-к квартира, 52 м², 9/9 эт.
 ",2750000,р-н Ворошиловский,8 июля 21:05,Кузнецкая,34,Кузнецкая 34,"
 2",52.0,9,9,52884.61538461538
"Саушинская, 36","
 2-к квартира, 47 м², 2/5 эт.
 ",1290000,р-н Красноармейский,27 июня 06:53,Саушинская,36,Саушинская 36,"
 2",47.0,2,5,27446.808510638297
" 51 Гвардейской дивизии, 3","
 2-к квартира, 44.9 м², 2/5 эт.
 ",2070000,р-н Дзержинский,,51 Гвардейской дивизии,3,51 Гвардейской дивизии 3,"
 2",44.9,2,5,46102.44988864143
" Качинцев, 108","
 2-к квартира, 50.8 м², 5/10 эт.
 ",2700000,р-н Дзержинский,,Качинцев,108,Качинцев 108,"
 2",50.8,5,10,53149.6062992126
" Сакко и Ванцетти, Минская, 218","
 2-к квартира, 45.3 м², 1/4 эт.
 ",777446,р-н Красноармейский,,Минская,218,Минская 218,"
 2",45.3,1,4,17162.16335540839
"микрорайон Жилгородок, Шебелинская, 51","
 2-к квартира, 45 м², 2/5 эт.
 ",1850000,р-н Дзержинский,29 июня 11:03,Шебелинская,51,Шебелинская 51,"
 2",45.0,2,5,41111.11111111111
"район Семь Ветров, Константина Симонова, 38","
 2-к квартира, 52 м², 7/9 эт.
 ",2660000,р-н Дзержинский,2 июля 21:04,Константина Симонова,38,Константина Симонова 38,"
 2",52.0,7,9,51153.846153846156
" Ангарский, Тургенева, 17","
 2-к квартира, 45 м², 3/3 эт.
 ",2100000,р-н Дзержинский,3 июля 10:14,Тургенева,17,Тургенева 17,"
 2",45.0,3,3,46666.666666666664
"б-р Энгельса, 29А","
 2-к квартира, 98 м², 3/9 эт.
 ",5000000,р-н Красноармейский,8 июля 14:18,б-р Энгельса,29,б-р Энгельса 29,"
 2",98.0,3,9,51020.4081632653
"пр-кт Героев Сталинграда, 39","
 2-к квартира, 47.7 м², 3/9 эт.
 ",2150000,р-н Красноармейский,3 июля 16:51,пр-кт Героев Сталинграда,39,пр-кт Героев Сталинграда 39,"
 2",47.7,3,9,45073.375262054506
" Глазкова, 23","
 2-к квартира, 94 м², 8/10 эт.
 ",3800000,р-н Центральный,29 июня 08:20,Глазкова,23,Глазкова 23,"
 2",94.0,8,10,40425.53191489362
"Гражданская, 56","
 2-к квартира, 60 м², 3/4 эт.
 ",2350000,р-н Красноармейский,28 июня 17:52,Гражданская,56,Гражданская 56,"
 2",60.0,3,4,39166.666666666664
"Краснополянская, 68","
 2-к квартира, 50 м², 2/5 эт.
 ",2490000,р-н Дзержинский,29 июня 12:04,Краснополянская,68,Краснополянская 68,"
 2",50.0,2,5,49800.0
