adress,info,price,district,date,street,dom,clean,rooms,m2,floor,max_floors,rubm2
" Шурухина, 32","1-к квартира, 29.1 м², 1/5 эт.",1080000,р-н Тракторозаводский,30 июня 15:09,Шурухина,32,Шурухина 32,1,29.1,1,5,37113.40206185567
"район Семь Ветров, 8 Воздушной Армии, 30","1-к квартира, 43.9 м², 5/9 эт.",2070000,р-н Дзержинский,30 июня 15:09,8 Воздушной Армии,30,8 Воздушной Армии 30,1,43.9,5,9,47152.61958997722
" 70летия Победы, 5","1-к квартира, 37.1 м², 15/16 эт.",2480000,р-н Кировский,30 июня 15:14,70летия Победы,5,70летия Победы 5,1,37.1,15,16,66846.36118598383
"Песчанокопская, 13","1-к квартира, 45.4 м², 6/9 эт.",2400000,р-н Советский,30 июня 15:09,Песчанокопская,13,Песчанокопская 13,1,45.4,6,9,52863.436123348016
"Советский район, территория Рабочий Горьковский, Волгоградская, 9","1-к квартира, 33.4 м², 7/9 эт.",1060000,р-н Советский,30 июня 15:09,Волгоградская,9,Волгоградская 9,1,33.4,7,9,31736.526946107784
"Советский район, территория Рабочий Горьковский, Волгоградская, 1/4","1-к квартира, 35.9 м², 1/5 эт.",1400000,р-н Советский,30 июня 15:09,Волгоградская,1,Волгоградская 1,1,35.9,1,5,38997.214484679665
" Льва Толстого, 1А","1-к квартира, 45.4 м², 7/9 эт.",2750000,р-н Советский,30 июня 15:09,Льва Толстого,1,Льва Толстого 1,1,45.4,7,9,60572.68722466961
"Колосовая, 10","1-к квартира, 33.1 м², 10/10 эт.",2300000,р-н Кировский,30 июня 15:09,Колосовая,10,Колосовая 10,1,33.1,10,10,69486.40483383686
"Ангарская, 9Г","1-к квартира, 37.4 м², 5/19 эт.",2090000,р-н Дзержинский,30 июня 15:08,Ангарская,9,Ангарская 9,1,37.4,5,19,55882.352941176476
" Хиросимы, 4","1-к квартира, 38.6 м², 3/9 эт.",3100000,р-н Центральный,30 июня 15:09,Хиросимы,4,Хиросимы 4,1,38.6,3,9,80310.88082901554
"микрорайон Жилгородок, Гейне, 19","1-к квартира, 42 м², 4/5 эт.",1700000,р-н Дзержинский,30 июня 14:58,Гейне,19,Гейне 19,1,42.0,4,5,40476.19047619047
" Быстрова, 92","1-к квартира, 32 м², 10/10 эт.",2050000,р-н Кировский,30 июня 14:49,Быстрова,92,Быстрова 92,1,32.0,10,10,64062.5
"пр-кт маршала Жукова, 108","1-к квартира, 38 м², 12/13 эт.",1980000,р-н Дзержинский,30 июня 14:43,пр-кт маршала Жукова,108,пр-кт маршала Жукова 108,1,38.0,12,13,52105.26315789474
" Быстрова, 58","1-к квартира, 35 м², 4/9 эт.",1850000,р-н Кировский,30 июня 14:20,Быстрова,58,Быстрова 58,1,35.0,4,9,52857.142857142855
"Университетскийпр-кт, 74","1-к квартира, 30.5 м², 3/5 эт.",1350000,р-н Советский,30 июня 14:06,Университетскийпр-кт,74,Университетскийпр-кт 74,1,30.5,3,5,44262.29508196721
" Германа Титова, 56","1-к квартира, 21.9 м², 3/5 эт.",1300000,р-н Краснооктябрьский,30 июня 13:59,Германа Титова,56,Германа Титова 56,1,21.9,3,5,59360.73059360731
"микрорайон Керамический, 2я Штурманская, 11","1-к квартира, 34.2 м², 5/5 эт.",1100000,р-н Красноармейский,30 июня 13:59,2я Штурманская,11,2я Штурманская 11,1,34.2,5,5,32163.742690058476
" маршала Еременко, 156","1-к квартира, 31 м², 2/4 эт.",1490000,р-н Краснооктябрьский,30 июня 13:55,маршала Еременко,156,маршала Еременко 156,1,31.0,2,4,48064.51612903226
" Хорошева, 14","1-к квартира, 36 м², 6/9 эт.",1820000,р-н Дзержинский,30 июня 13:52,Хорошева,14,Хорошева 14,1,36.0,6,9,50555.555555555555
"пр-кт Героев Сталинграда, 44А","1-к квартира, 56.2 м², 9/11 эт.",3250000,р-н Красноармейский,30 июня 13:54,пр-кт Героев Сталинграда,44,пр-кт Героев Сталинграда 44,1,56.2,9,11,57829.18149466192
" Грибанова, 19А","1-к квартира, 30.1 м², 1/3 эт.",1570000,р-н Советский,30 июня 13:43,Грибанова,19,Грибанова 19,1,30.1,1,3,52159.468438538206
"Шекснинская, 18","1-к квартира, 33.9 м², 5/9 эт.",1550000,р-н Дзержинский,30 июня 13:35,Шекснинская,18,Шекснинская 18,1,33.9,5,9,45722.71386430679
" Дзержинского, 47","1-к квартира, 30.7 м², 3/5 эт.",1500000,р-н Тракторозаводский,30 июня 13:28,Дзержинского,47,Дзержинского 47,1,30.7,3,5,48859.9348534202
"Социалистическая, 26","1-к квартира, 32 м², 4/5 эт.",1750000,р-н Ворошиловский,30 июня 13:19,Социалистическая,26,Социалистическая 26,1,32.0,4,5,54687.5
"Закавказская, 1","1-к квартира, 31.5 м², 3/16 эт.",1410000,р-н Кировский,30 июня 13:07,Закавказская,1,Закавказская 1,1,31.5,3,16,44761.90476190476
" Быстрова, 100","1-к квартира, 31.8 м², 9/10 эт.",1530000,р-н Кировский,30 июня 13:05,Быстрова,100,Быстрова 100,1,31.8,9,10,48113.20754716981
"Козловская, 17","1-к квартира, 31.3 м², 4/5 эт.",1850000,р-н Ворошиловский,30 июня 12:29,Козловская,17,Козловская 17,1,31.3,4,5,59105.431309904154
"Селенгинская, 9","1-к квартира, 45.9 м², 1/10 эт.",3450000,р-н Центральный,,Селенгинская,9,Селенгинская 9,1,45.9,1,10,75163.39869281046
" Грибанова, 12","1-к квартира, 34.5 м², 4/4 эт.",1870000,р-н Советский,,Грибанова,12,Грибанова 12,1,34.5,4,4,54202.89855072464
" Грибанова, 4","1-к квартира, 37.3 м², 1/3 эт.",1790000,р-н Советский,,Грибанова,4,Грибанова 4,1,37.3,1,3,47989.27613941019
" 64 Армии, 79","1-к квартира, 30 м², 5/5 эт.",1860000,р-н Кировский,30 июня 12:13,64 Армии,79,64 Армии 79,1,30.0,5,5,62000.0
" 39й Гвардейской дивизии, 31","1-к квартира, 35.4 м², 4/9 эт.",1870000,р-н Краснооктябрьский,30 июня 12:02,39й Гвардейской дивизии,31,39й Гвардейской дивизии 31,1,35.4,4,9,52824.858757062146
"Брестская, 9","1-к квартира, 30 м², 5/5 эт.",1300000,р-н Красноармейский,30 июня 12:01,Брестская,9,Брестская 9,1,30.0,5,5,43333.333333333336
"Университетскийпр-кт, 50","1-к квартира, 31.9 м², 4/5 эт.",1400000,р-н Советский,,Университетскийпр-кт,50,Университетскийпр-кт 50,1,31.9,4,5,43887.1473354232
" Ханпаши Нурадилова, 7","1-к квартира, 51 м², 17/22 эт.",3350000,р-н Центральный,,Ханпаши Нурадилова,7,Ханпаши Нурадилова 7,1,51.0,17,22,65686.27450980392
" Канунникова, 5","1-к квартира, 30 м², 2/5 эт.",1990000,р-н Ворошиловский,,Канунникова,5,Канунникова 5,1,30.0,2,5,66333.33333333333
"Удмуртская, 20","1-к квартира, 31 м², 4/5 эт.",1550000,р-н Красноармейский,30 июня 11:43,Удмуртская,20,Удмуртская 20,1,31.0,4,5,50000.0
" 70летия Победы, 6","1-к квартира, 34 м², 2/5 эт.",2100000,р-н Кировский,30 июня 11:47,70летия Победы,6,70летия Победы 6,1,34.0,2,5,61764.705882352944
" Сакко и Ванцетти, Минская, 218","1-к квартира, 31.6 м², 4/4 эт.",760000,р-н Красноармейский,30 июня 11:39,Минская,218,Минская 218,1,31.6,4,4,24050.632911392404
" маршала Василевского, 18","1-к квартира, 42 м², 2/2 эт.",1550000,р-н Советский,30 июня 11:47,маршала Василевского,18,маршала Василевского 18,1,42.0,2,2,36904.76190476191
"Волгоград, Бобруйская, 1А","1-к квартира, 54.6 м², 9/9 эт.",3150000,р-н Ворошиловский,30 июня 11:45,Бобруйская,1,Бобруйская 1,1,54.6,9,9,57692.30769230769
" Пархоменко, 57","1-к квартира, 35.3 м², 15/16 эт.",2100000,р-н Центральный,30 июня 11:45,Пархоменко,57,Пархоменко 57,1,35.3,15,16,59490.084985835696
"пр-кт В.И. Ленина, 46","1-к квартира, 32.5 м², 5/5 эт.",2000000,р-н Центральный,30 июня 11:44,пр-кт В.И. Ленина,46,пр-кт В.И. Ленина 46,1,32.5,5,5,61538.46153846154
" 51 Гвардейской дивизии, 19А","1-к квартира, 29.6 м², 4/9 эт.",1600000,р-н Дзержинский,30 июня 11:40,51 Гвардейской дивизии,19,51 Гвардейской дивизии 19,1,29.6,4,9,54054.05405405405
"Зерноградская, 6","1-к квартира, 32 м², 4/5 эт.",880000,р-н Красноармейский,30 июня 11:23,Зерноградская,6,Зерноградская 6,1,32.0,4,5,27500.0
"район Семь Ветров, 8 Воздушной Армии, 50","1-к квартира, 12 м², 1/9 эт.",570000,р-н Дзержинский,30 июня 11:19,8 Воздушной Армии,50,8 Воздушной Армии 50,1,12.0,1,9,47500.0
"пр Дорожников, 44","1-к квартира, 54 м², 8/9 эт.",2319000,р-н Дзержинский,30 июня 11:15,пр Дорожников,44,пр Дорожников 44,1,54.0,8,9,42944.444444444445
" Поддубного, 1","1-к квартира, 54.5 м², 10/16 эт.",2452500,р-н Краснооктябрьский,30 июня 11:26,Поддубного,1,Поддубного 1,1,54.5,10,16,45000.0
" Дегтярева, 11","1-к квартира, 30.2 м², 2/5 эт.",1340000,р-н Тракторозаводский,30 июня 11:11,Дегтярева,11,Дегтярева 11,1,30.2,2,5,44370.86092715232
" Грибанова, 9А","1-к квартира, 36.9 м², 2/3 эт.",1940000,р-н Советский,30 июня 11:09,Грибанова,9,Грибанова 9,1,36.9,2,3,52574.52574525745
"микрорайон Жилгородок, Танкистов, 7","1-к квартира, 26.1 м², 5/9 эт.",1299000,р-н Дзержинский,30 июня 11:02,Танкистов,7,Танкистов 7,1,26.1,5,9,49770.11494252873
" Быкова, 5","1-к квартира, 28.1 м², 3/5 эт.",1350000,р-н Тракторозаводский,30 июня 11:02,Быкова,5,Быкова 5,1,28.1,3,5,48042.70462633452
" генерала Штеменко, 16","1-к квартира, 32 м², 5/5 эт.",1450000,р-н Краснооктябрьский,30 июня 10:53,генерала Штеменко,16,генерала Штеменко 16,1,32.0,5,5,45312.5
" Космонавтов, 37","1-к квартира, 35.8 м², 7/9 эт.",1950000,р-н Дзержинский,30 июня 10:41,Космонавтов,37,Космонавтов 37,1,35.8,7,9,54469.27374301676
"Светлоярская, 46","1-к квартира, 32 м², 5/5 эт.",880000,р-н Красноармейский,30 июня 10:32,Светлоярская,46,Светлоярская 46,1,32.0,5,5,27500.0
" маршала Воронова, 14","1-к квартира, 54 м², 6/14 эт.",2590000,р-н Советский,30 июня 10:31,маршала Воронова,14,маршала Воронова 14,1,54.0,6,14,47962.96296296296
